text_a	label
未來發展策略提升財務操作收益,穩固擴展利息及手續費收益,打造獲利三支柱優化資產負債配置,調整存放款結構,以擴大存放利差尋求亞太地區佈點機會,掌握國際商機,朝海外當地利基市場發展強化數位基礎建設	Y
000買入國庫券-次級市場票券買賣交易量4,100,000,000債券買賣交易量3,200,287,500資料來源：本公司107年度營業預算書。重要經營政策加強授信動態管理,及時控管、預警授信戶信用貶落發生。善用授信資源,積極增加授信餘額並提高利差。加強各產業開發廣度及深度,以積極爭取收益及擔保性俱佳之授信新案。致力拓展次級客戶之深度及廣度、分散票債券業務資金來源,審慎管理流動性風險。掌握票券賣斷商機,採行流量操作,提升承銷票券能量,增強交易商角色。調整整體債券組合結構,降低存續年期,減少利率上揚風險。佈局資信優良、具收益率及成長性之可轉債。透過金控股權平台,篩選價值型、具題材股票。核心業務平衡發展,加強分散投資,增加穩定性收益。持續推廣新種業務經營,增加穩定營收來源。	Y
提供保戶方便且多元的投保方式。商品涵蓋「旅行平安險」、「MyWay定期壽險」、「i平安傷害險」、通勤族專屬「i-going意外傷害保險」、「7UP利變壽險」、「EZCash利變年金」及「NewHealth健康保險(實支實付型)」,商品線領先市場最齊備。未來本公司將接續開發可刷卡繳費之利變年金、特定意外險套裝商品及小額終老險等,亦將持續配合法令開放增加商品組合,提供保戶一站購足之便利性。法規環境方面,本公司於106年5月成立防制洗錢及打擊資恐專責單位,除積極督導各部室執行防制洗錢及打擊資恐作業外,另於同年7月舉辦本公司董事、審計委員會及高階長官之教育訓練、於同年12月完成公司106年度全面性洗錢及資恐風險評估報告,並於106年12月呈報董事會風險識別情形與制定應優先採取降低風險措施	Y
本行高階經營階層親赴海外拜訪外資法人,增進雙向溝通,獲得外資法人對本行公司治理的肯定。在核心業務方面:企業金融業務1榮獲金融監督管理委員會頒發「獎勵本國銀行辦理創意產業放款方案」(A組)「優等獎」。2協助中小企業融資服務績效良好,榮獲經濟部頒發辦理『中小企業信用保證融資業務績優銀行」之「信保夥伴獎」、「直保績優獎」、「協助青年創業相挺獎」、「中小企業創新發展相挺獎」等四大獎項。3辦理中小企業貸款,移送財團法人中小企業信用保證基金保證總額及送保比率,位居全國第一名。外匯業務1加強吸收外匯存款,擴大存款規模,106年度外匯存款累計平均餘額較105年度成長27%。2積極拓展外幣放款,加強利差收益	Y
105年度營業結果國內外經濟及金融環境經濟情勢依中央研究院經濟研究所的分析,105年主要經濟體中,美國受到出口不振與投資減弱因素,上半年經濟呈現明顯的減緩,而日本在內需與出口的表現仍顯疲弱,歐元區方面,雖英國脫歐影響尚未具體顯現,但復甦力道仍屬不足,而中國的經濟持續面臨轉型壓力,且中國經濟轉型對台灣經濟成長的不利影響持續存在。台灣經濟105年第一季仍呈現負成長,上半年平均成長率僅達46%,下半年受到智慧型產品需求上升帶動,出口終於終止連17個月負成長而有所回升	N
達到個人化精準行銷。深耕數位通路平台,前瞻發展數位理財積極將行動支付業務融入生活場景,以串連數位平台與及優化服務流程的發展方向,建置各類創新金融交易平台。此外加強社群媒體與數位行銷,從客群、產品與通路三大維度整合發展,以創新思維開拓業務藍海,提升客戶錢包佔有率,搶攻客戶心佔率,發展成為「以客戶為先,成就客戶富貴的生活金融好幫手」。強化風險控管能力持續優化徵授信作業,建置風險決策管理系統及房屋價格管理查詢系統,配合完善交易控管機制與教育訓練,進行高風險名單專案查核,提升資產品質與效率。創新有感的服務溫度,361度心的服務秉持以客戶為中心的服務理念,藉由內部完善的服務教育訓練藍圖,以提升服務品質並貼近客戶需求,落實「361度的服務,多一度心的溫度」之獨特價值主張。	Y
於福建、四川、重慶以及東北的遼寧與大連,已設有61個服務據點。106年保費為人民幣7億元(約新台幣8億元),成長0%；在廈門的保費市佔率排名第7,在大陸22家外資公司中排名第7。同時於保監會「保險法人機構公司治理評估」中獲評為優質公司,於外資財險公司及再保險公司中位列第4,在各監管單位舉辦之車險理賠服務品質評測中亦均能名列前茅。另外,菲律賓保險經紀人公司,106年佣金收入約新台幣6百萬元,客戶數較105年增加60家,成長16%；泰國保險經紀人公司,106年佣金收入約新台幣2百萬元,客戶數較105年增加393家	Y
顯示國內景氣緩步回溫。國內物價方面,105年12月平均消費者物價指數(CPI)年增率為70%,預測106年CPI年增率為08%,物價上漲壓力仍屬溫和。依主計總處106年第一季概估,105年經濟成長率為50%,106年經濟成長率預估值為92%,惟美國可能施行保護主義、兩岸關係漸趨緊張,均不利於我國外貿發展,故未來國內經濟成長仍存變數。國內貨幣政策方面,雖國內景氣略有回溫	N
改善傳統業務之服務品質,強化金融服務效率,提升附加價值,以創造更優渥之利潤,充實本行數位金融競爭力。105年度共提出8項專利申請,目前已獲經濟部智慧財產局核准4項新型專利,包括網路銀行登入系統、電子支付交易安全系統、繳款系統及票據作業系統,全數投入金融服務之應用;另4項專利包括客戶開發系統、行銷系統、整合帳戶系統及傳真交易認證系統已進入審核程序。本行強化數位金融各項基礎建置工作:在行動通訊方面,運用行動通訊技術支援行動證券下單改版,個人網路銀行APP改版,行動支付(TSM及HCE),彰銀支付O2O及彰銀微信支付O2O等業務推展。在雲端服務方面,運用雲端技術支援各項金融科技業務推展,可降低相關系統建置成本。在大數據方面,已完成外部開放資料(OpenData)與內部資料倉儲(DataWarehouse)結合,106年將完成客戶於本行官方網站及個人網路銀行瀏覽記錄之蒐集,建置效能較佳之大數據處理平臺,逐步提升本行大數據功能	N
料將有較大的波動變化。總體而言,美國受惠於新政府將採取擴張性財政政策,加以民間消費與就業市場成長動能穩健,美國經濟將持續以優於其他已開發國家的速度擴張。歐元區則在歐洲央行(ECB)續行寬鬆貨幣政策的支撐下,經濟可望延續溫和復甦態勢,惟英國脫歐過程衍生諸多不確定性,恐有牽制經濟復甦腳步之虞。日本則因激進寬鬆貨幣政策效應逐漸遞減,經濟復甦基礎依舊不穩,惟近期通縮情況已略有改善,整體經濟亦小幅回溫。另中國大陸持續處於經濟結構性調整的過程,經濟成長增速放緩態勢仍將延續	Y
打造優質企業形象。105年本行經營策略實施成果反映在主要業務之成長表現(如下表)。單位:新台幣億元;億美元(外匯業務)項目年度105年度104年度變動率存款業務(年平均數)7,8177,8071%放款業務(年平均數)5,5555,614-1%外匯業務(年承做量)1,4871,4328%預算執行情形105年本行主要業務與稅前淨利預算執行情形如下:單位:新台幣億元;億美元(外匯業務)項目105年度實際數105年度預算數達成率存款業務7,8178	N
暨全面提升業務競爭力。賡續拓展優質授信,鞏固核心經營利基賡續秉持質、價並重原則擴增民營企業放款規模,加強推展中小企業及外幣放款,同時深耕舊戶,活化已准未放額度,提升授信收益。深耕工業區客群,提升本行在工業區企金業務之市占率,選定具開發潛力之工業區舉辦企業講座或餐會等相關活動,並運用OpenData積極協助營業單位爭取區內客戶與本行業務往來。篩選優質客群,加強行銷利差大之消費性貸款及小額信貸;並積極承作無自用住宅及擔保品座落地點良好之房屋貸款,持續戮力拓展房貸壽險業務,同時研訂行銷房貸壽險業務之激勵方案,期提高滲透率,增裕本行收益。引進多元豐富商品,擴大財管業務規模結合證券及人壽等子公司資源	Y
雖然整體獲利情形不如103與104年,但全年仍有機會挑戰連續第三年獲利突破5,000億元,在稅前獲利的情形,銀行業為3,213億元,保險業為1,122億元,以及證券業313億元。銀行業因多家銀行銷售目標可贖回遠期契約(TRF)爆發客戶違約,又有復興航空、鼎興牙材等多顆企金貸款地雷,加上兆豐銀行被重罰57億元,這些負面事件	Y
﻿本年度營業計畫概要本年度經營方針法令遵循面強化國際法遵業務交流,推動法遵業務智能科技化,優化各項法遵業務（含反洗錢反資恐）之執行,以形塑遵法之組織文化,為公司治理及企業永續奠定基礎。業務發展面擴大增員基盤,提升增員質量,落實新人培育,強化主管職能。透過校園經營,擴大外圍組織,強化年輕族群經營。系統化職域開拓模式,打造專業服務團隊,深耕開拓職域客戶。整合集團資源,提供全方位金融理財服務,提高整體集團經營效率。持續深耕大陸及越南市場,以在地經營之營運策略,朝向「亞太地區最佳金融機構」邁進。商品開發面持續強化推動保障型商品,提升客戶保障。運用大數據分析客戶樣態,滿足市場多元需求,建立商品領導品牌。結合科技應用,開發創新形態商品,提供客戶全新體驗。響應高齡化金融創新政策	Y
每股盈餘為元）影響項目未適用金額適用金額影響數稅後損益2227每股盈餘0254外匯價格變動準備-0606股東權益77776790105年度預算執行情形（單位：億元）項目105年度預算數105年度實際數達成比率稅前淨利05-79%達成率偏低原因,主因105年度匯率波動劇烈以致匯兌成本增加所致。105年5月6日經中華信用評等公司評定財務實力評等及發行體信用評等等級為twAA-,評等展望為穩定的信評結果。商品開發方面,105年本公司仍以堆疊長期基礎利益為主要商品策略。為響應政府長期照護政策,因應人口老化、慢性病、失智或失能風險,高齡化及少子化的雙重夾擊,本公司持續推動「長照三保」,在長期照護險、類長照險及殘扶險方面分別推出「長照久久長期照顧終身保險」、「長護久久終身健康保險」及「長扶雙享A、B型殘廢照護終身（健康）保險」等商品,並持續研發各類型長期照護商品	Y
受到外部競爭環境、法規環境及總體經營環境之影響外部競爭環境產險市場競爭逐漸多元化,各同業積極整合行銷資源,如:富邦產壽險共銷業務推動逐漸增強、南山人壽併購美亞產險等,都將加速同業業績成長力道;此外,和泰汽車併購蘇黎世產險為和泰產險,若完成汽車相關業務一條龍服務,預期也將會對產險市場生態帶來一定的衝擊。法規環境105年1月訂定保險業業務人員酬金制度應遵行原則。105年3月頒布產險業防制洗錢及打擊資恐注意事項範本暨保險業評估洗錢及資助恐怖主義風險及訂定相關防制計畫指引。105年5月開放財產保險業經營健康保險得適用電子保單。105年7月訂頒保險業金融友善服務準則。105年9月修正保險業經營電子商務自律規範。總體經營環境展望106年	Y
﻿環境影響事項外部競爭環境：金融主管機關鼓勵金融機構整併,希望減少金控及金融機構數量,此對目前金融機構過多而導致之惡性競爭應有導正之效,對本公司未來之營運應會有所助益。法規環境：推動國際會計準則IFRSs,並融以在地監理。為提升我國資本市場之國際競爭力,降低國內企業赴海外籌資成本	N
128億元,達成率171%。放款年平均餘額為新台幣10,679億元,達成率117%。外匯業務745億美元,達成率159%。證券經紀業務量為新台幣2,595億元,達成率161%。國內外基金承作量為新台幣393億元,達成率114%。—五—財務收支及獲利能力分析106年度決算淨收益283億元,呆帳費用及保證責任準備提存09億元	Y
穩健經營,為保戶、股東、員工及社會創造最大的利益與價值,以成為最能創造價值的專業壽險公司·	Y
且稅後股東權益報酬率從4%上升至約1%。長期而言,本公司持續專注於優化分行網絡與多元化收入來源,期能穩定提升整體營業報酬。本公司資產負債表穩定健全,資本適足率達2%。存款餘額配合房屋貸款業務推展而增加,未來仍將持續致力於優化存款組合以有效管理資金成本。整體客戶放款餘額雖較105年略低2%,放款總額於106年下半年轉趨成長,鑑於房地產市場的前景可期,預計其趨勢將可持續到107年。本公司之放款品質與壞帳風險承受能力皆處於較佳水準,106年底逾期放款比率由105年底6%顯著改善至4%	N
深化整合綜效‧開發新業務、新通路、新市場‧善盡企業責任,強化公司治理	N
﻿未來公司發展策略面對客戶需求和市場快速的變化,數位轉型是近年本公司經營重點,為奠定穩固的競爭基礎,一百零七年將延續去年「國泰Ｅ行動開創新世紀」的經營主題和「全面Ｅ啟動翻轉Ｅ起來」的經營口號,期全公司從上到下	Y
占全行105年度稅前盈餘比重為19%,較上年度增加27億元或成長68%。配合政府新南向政策,將密切關注東協新興國家發展趨勢,審慎評估設立分支機構、併購或參股之可行性。推動數位化金融數位通路:全國第一家開辦「數位存款帳戶」及「行動金融卡」服務、首家於行動銀行推出「綁定行動裝置-隨行保鑣」、首家完成金管會開放12項bank0線上申請服務之泛公股行庫,以及推出SnY帳戶,專為年輕客群量身打造金融產品與服務。實體通路:自105年6月22日開辦自行無卡提款服務,並陸續啟用台大、左營、泰山、營運總部等智慧分行,導入線上預約服務、互動式櫃員機(ITM)、繳款櫃員機(PTM)、iBeacon客戶識別、互動看板「即可拍」等數位金融服務,提昇分行客戶體驗。首家泛公股金融事業取得金融科技專利:華南銀行105年度獲經濟部智慧財產局核准5項新型專利	N
擴大各項業務交易功能之數位化,持續開發並精進電子通路服務系統,提供更便捷及多元化的金融服務。加強風險控管,落實合理訂價及秉持授信5P原則,維持良好的授信資產品質,並增加資本運用效率。持續規劃業務行動化、電子化及無紙化,導入虛實整合服務模式,提昇服務效率。配合數位銀行Bank0發展,利用e化開發潛在網路銀行客層,篩選優良的目標客戶群,提供專屬優惠及服務。隨時檢討改善業務規章,在簡化作業與內部控制兼顧下,進行優化作業之調整,提昇服務品質與工作效能。加強員工訓練及教育	N
我國商品出口僅小幅成長,不過在內需方面,車市銷售續強,零售業需求增溫,拉升民間消費成長,且政府預算執行帶動政府消費增長,以及國內半導體業擴充先進製程投資,加上國內航空業擴充機隊,帶動民間投資成長,經濟成長率升至12%。第四季受惠原物料價格止跌回升,半導體需求強勁擴張,帶動出口增溫,且國內半導體業持續擴充先進製程,以及航空業擴編機隊,民間投資持續成長,經濟成長率升至88%。利率方面,105年上半年國內景氣復甦尚緩,通膨預期溫和,央行在3月及6月各調降政策利率125個百分點,共調降25個百分點,以促進經濟成長;匯率方面,雖然104年底美國啟動升息,致外資匯出,新臺幣對美元匯率一度走弱,不過在美國暫緩升息後,國際資金流入亞洲新興市場,105年上半年新臺幣對美元匯率小幅升值,由於105年上半年美國經濟成長不如預期,美國升息態度趨謹慎,加上外資持續匯入	Y
並持續與利害關係人溝通,除了營業利益,亦追求公司治理、員工關係、客戶關懷、環境保護及社會參與之卓越,從102年至106年連續5年獲得台灣TOP50企業永續報告獎之金融及保險業金獎,106年更獲得TOP50企業永續獎之殊榮。本公司專注金融保險服務熱忱,106年獲頒「台灣保險卓越獎」包含保戶服務、公益關懷、保障型商品推展、人才培訓及資訊應用等5項大獎;另一方面我們重視企業經營對環境的影響,致力溫室氣體盤查,並落實綠色採購,參與環保局主辦「企業及團體推動綠色採購及綠色消費計畫」獲選績優單位;新光人壽不管在經濟、環境及社會面向績效皆表現亮眼,並將以「光無所不在,心與你同在」的精神,善盡企業社會責任。	Y
業者亦強化防制洗錢之法令遵循與內部控制制度,積極健全制度面之管理。法規環境	Y
並整合金控集團資源,透過收單策略合作延伸本行企金金流,如特店員工薪轉、房/信貸、保險等商品,除降低風險又可加強特店黏著度。另設備端整併電子票證、第三方支付服務,更能提升特店合作意願。新興支付業務:持續爭取與指標通路、商戶合作,結合最新金融科技,串連更多金融服務機會,提供商戶全方位的解決方案,同時讓創新金融走入民眾生活。自動化通路業務:落實以客戶體驗為中心、強化金流服務核心業務,提升通路經營績效。信用卡業務洞悉目標客群需求,精準提供最適產品,持續獲取高端客群,擴大全行跨售綜效,積極爭取年輕客群,豐富客群基底確保永續經營競爭力。結盟策略夥伴共同營造多元支付應用場域,以客戶體驗為核心發展生活金融服務,建立客戶與商戶共榮生態圈。藉由銀行行動支付領先優勢,嘗試擴散穿戴式裝置應用,同時發展數位信用卡產品,深化客戶黏度並鞏固銀行競爭優勢。持續拓展新支付場域,並透過大數據資料提供客製化優惠及提升服務體驗以創造品牌差異化	Y
095仟元,較上年度增加3,286,200仟元或64%,合併資產報酬率為75%,合併權益報酬率為72%。至於本公司（個體）及各子公司106年度之財務收支及獲利能力表列如下：單位：新臺幣仟元公司名稱繼續營業單位稅前淨利本期稅後淨利每股稅後盈餘(元)資產報酬率（%）權益報酬率（%）本公司及子公司合併29,280,72725,729,095897572本公司（個體）25,636,72025,734	N
成長率01%；個人壽險及健康險主約有效契約件數為886萬件,較去年度增加71萬件,成長率50%。保險給付為1,391億元,較去年度增加243億元,增加23%,主因係滿期給付及年金給付增加。營業成本3,580億元,營業費用197億元,營業利益72億元,營業外淨損失為03億元,稅前淨利為69億元,所得稅利益為43億元,稅後純益為11億元。每股稅後盈餘19元,純益率85%。101年3月1日起依「保險業各種準備金提存辦法」提列外匯價格變動準備	Y
﻿106年度營業結果商業銀行與證券期貨雙核心業務均衡發展日盛金控以商業銀行業務及證券期貨業務為核心業務,目前投資事業包括日盛國際商業銀行股份有限公司、日盛證券股份有限公司及日盛國際產物保險代理人股份有限公司等三家子公司。商業銀行與證券期貨是本公司發展與成長的雙引擎,多年來二大核心業務均衡發展,106年度商業銀行與證券期貨對合併淨收益的貢獻分別為新台幣53億元、55億元,對合併稅前淨利的貢獻分別為新台幣53億元、11億元。管理效能提升,落實風險控管及公司治理本公司106年持續建置虛擬主機平台與資料庫中心,達成整併收斂系統主機與資料庫主機伺服器台數,提升各項作業的效能與效率。風險管理單位除持續改善風險管理制度/程序及工具外,亦持續強化風險管理資訊,以提升決策效能,並依Basel及券商資本適足進階法之規範,持續建置/修訂相關系統。此外,本公司在「公司治理」方面有非常優異之成績	N
未來發展策略持續健全經營體質及改善財務結構。維持良好存放比結構,使存、放款均衡發展。落實風險管理,加強風險控管及授亯審核標準,提升授亯資產品質。持續調整配置分行據點,以擴大通路效益。配合主管機關推動國際會計準則(IFRSs),持續發展財務管理效能,以有效提升營運績效。積極推動員工在職訓練	N
882本期淨利9,634105年度單位:新臺幣百萬元;%增減比較(%)-02-44-33-6464-16-52-07-05-27-06-43-14資產報酬率權益報酬率稅前43稅後35稅前51稅後9024,7455,97830,7231,62416,30012	Y
106年度營業報告國內外金融環境回顧105年,民粹主義當道撼動國際政治,諸如英國脫歐所造成的歐元區動盪、政治素人川普意外當選美國總統等,皆使全球經濟為之震撼。根據國際貨幣基金(IMF)資料,105年全球經濟成長率為1%,與104年相同。當前國際情勢仍面臨變數,川普強調美國優先的貿易主張很可能使貿易戰一觸即發,並導致全球進入保護主義,長期而言對全球經濟發展具負面影響;英國脫歐與義大利修憲公投失利等政治變數,加上全球貿易再度陷入停滯,導致歐元區經濟復甦持續欲振乏力。另外受限於企業投資意願低落、內需不振、銀行業體質脆弱與歐洲經濟整合的不確定性,都令歐元區經濟成長動能遭到削減。而國內的經濟動能相較於104年,並沒有顯著的改善,除了因為國際經濟情勢不佳外,更重要的是出口貿易部分仍舊高度仰賴中國。依據行政院主計總處公布105年經濟成長率為4%。展望未來,國內經濟仍會身處於內外交迫之中	N
立法院已於105年末初審通過「金融科技創新」相關法案,包含銀行法、保險法、證券交易法、期貨交易法、電子支付機構管理條例、電子票證發行管理條例、證券投資信託及顧問法及信託業法等8項金融業法修正草案,最快預計於106年中正式施行;另為求立法嚴謹周延,金融監督管理委員會亦已研擬「金融科技創新實驗條例」草案,以專法方式建立金融科技實驗機制,提供金融科技研發試作之安全環境,並對金融科技創新實驗予以金融特許業務之法律責任豁免及相關管理規範,以鼓勵金融科技創新發展,及強化我國資訊安全防護機制及數位金融監理環境。此外,在金融科技的發展下	Y
675億元。資本適足率5%。重要經營政策及未來發展策略請參閱本年報第61-62頁長短期業務發展計劃,不另贅述。	N
305億7,645萬元,達成預算目標147%;放款營運量1兆7,816億5,981萬元,達成預算目標15%;外匯業務量818億8,336萬美元,達成預算目標102%;稅前淨利127億9,896萬元,達成預算目標147%。財務收支及獲利能力分析105年度會計師查核簽證後較上(1年度會計師重編後決算數,主要增減項目分析如下:單位:新臺幣百萬元;%項目105年度104年度增減比較(%)24,74524,333695,9784,6418130	N
090佰萬元（或06%）。台幣公司債券市場106年度公司債券買賣交易總額計新台幣1,647,130佰萬元,較105年度增加188,517佰萬元（或92%）。就交易型態區分,106年度附條件交易金額為新台幣1,605,414佰萬元,佔47%,較105年度增加182,451佰萬元（或82%）；106年度買賣斷交易金額為新台幣41,716佰萬元,佔53%,較105年度增加6,066佰萬元（或02%）。（六）外幣債券市場106年度外幣債券買賣交易總額分別為人民幣債券0佰萬元人民幣及美元債券7,771佰萬美元	N
105年度營運結果營業計畫及經營策略實施成果營運概況比較表單位:新臺幣仟元項目年度105年104年變動率存款及匯款453,505,280452,068,08832%法金放款160,984,675146,903,77559%消金放款200,010,821191,692,83834%總放款360,995,496338,596,61362%信用卡循環信用餘額10,245,79410,567,155-04%買入有價證券124,226,17877,479,91033%權益法股權投資3,140,8513,026,48578%信託資產總額58,174,03958,155,75303%營業損益概況預算執行情形本行105年總資產5,609億元,預算達成率96%,存款餘額4,535億元,預算達成率97%,放款餘額3,610億元,預算達成率98%。財務收支及獲利能力分析105年度營業淨收益182億元,較104年度減少3%。其中淨利息收入75億元	N
逾放金額則維持在756億元,逾期放款比率為29%,現階段所有國銀逾期放款比率皆低於2%,且備抵呆帳占逾期放款的覆蓋率為405%,風險承受能力佳,金管會表示亦將持續督促逾期放款相對較高之銀行採取積極作為,改善資產品質及財務結構。目前美國的經濟數據表現相當穩健,且106年全球經濟並不悲觀	Y
受外部競爭環境、法規環境及總體經營環境之影響金融趨勢及重要政策影響2016年多起政經預期外事件引發金融震盪,議題持續發酵	Y
以虛實服務整合資源,開創通路新價值,提升客戶滿意度。巨量資料-分析與運用：透過金控集團建置大數據資料系統環境與分析工具,建立客戶精準圖像,協助營業員了解客戶,強化服務品質,進而達到精準行銷之效。建置行動線上E櫃台：建置APPPortal平台,提供定期定額交易、不限款項用途借貸、雙向借貸,線上開戶等服務。導入客戶線上可申請憑證、電子對帳單、文件簽署、集保E存摺等相關服務。落實主管機關開放政策：配合不限款項借貸、證券商受託辦理定期定額買賣有價證券、集保帳簿劃撥作業數位化等政策,提供客戶更多元的服務。建置妥善的防制洗錢及打擊資恐(以下稱反洗錢及資恐)系統：為完善反洗錢及資恐作業,本公司已於106年12月15日與精誠（股）公司簽訂系統建置合約,將使用美商賽仕電腦軟體（股）（SASInstituteInc.）開發之「AML,AntiMoneyLaundering」系統	N
外匯承做量美金1,105億元。重要之經營政策基本政策:秉持誠信穩健經營,健康均衡永續發展,創造良好經營績效。業務政策:以企業金融為核心業務,輔以個人金融、財富管理及財務行銷業務,強化數位金融業務。銷售政策:聯合四線業務人員,推動整合行銷,加強虛實整合,提升數位金融競爭強度。管理政策:落實內部控制與法令遵循,強化風險管理,培育員工核心職能,精進後勤支援能力,提高管理效能。	Y
297(50,6-2%財責保險1,638,3711,472,573165,798+3%運輸保險569,617642,762(73,1-4%合計7,375,5287,333,88141,647+6%險種分類說明：汽車保險：包含以「汽車」為投保標的之任意汽車保險、各項附加傷害保險及強制汽車責任保險。住家保險：包含以「家庭」為投保標的之住宅火災保險、居家綜合保險、住宅地震基本保險、長期火災保險及寵物綜合保險。健康傷害保險：包含以「個人」為投保標的之傷害保險、健康保險及個人綜合保險。財產暨責任保險：包含以「企業」為投保標的之商業火險、責任保險、工程保險及其它各類保險。運輸保險：包含以「運輸工具或貨品」為投保標的之貨物運輸保險、船體保險、航空保險及漁船保險。預算執行情形：未發布會計師簽證財務預算	Y
107年度營業計劃概要本行秉持「穩健、前瞻、專業、熱忱」之企業精神,為客戶提供優質金融服務。展望未來一年業務發展重點如下:擴大業務規模106年底存款餘額(臺、外幣)為3,76億元,107年預計成長至4,08億元,年均額成長約15億元,業務營運量均額為3,83億元。106年底放款餘額(臺、外幣)為2,80億元,107年預計成長至3,02億元,年均額成長約100億元,業務營運量均額為2,92億元。為持續拓展本行存、放款業務規模,107年度將參考同業各縣市分行存放款規模訂定最低標準及推進時程,以致力於通路規模經濟效益之創造與提升。並以微笑服務精神	N
中小企為重點。金控總客戶數及資產成長。管理效能提升、落實風控運用科技做作業流程創新及優化,以提升作業效能及強化風控。成本減降,提升費用效能與經營績效。風險管理技術提升,精緻權衡風險與報酬。掌握數位金融趨勢與商機運用行動裝置提升業務人員生產力。推展行動金融及行動支付。開拓數位平台新客戶。研究服務升級為智慧投顧,朝機器人理財邁進。規劃中長期發展持續評估銀行、證券及其他金融產業之合購併機會。評估FinTech產業投資機會。預期營業目標106年度整體營運目標如下:提升獲利能力同業排名。改善財務結構。強化公司治理。	N
應用並整合多元數位行銷工具,由市場、消費者等多個維度推展本行金融應用與服務,進而滿足客戶全方位需求,提高服務價值及經營績效。	N
649億元1,575億元外幣存款年度均值133億元195億元台外幣放款年度均值1,342億元1,248億元理財手續費收入45億元84億元逾放比率02%02%呆帳覆蓋率6568%6,645%資本適足率80%09%第一類資本比率20%44%預算執行情形項目實際數預算數達成率台幣存款年度均值1,649億元1,629億元83%外幣存款年度均值133億元190億元98%台外幣放款年度均值1,342億元1,304億元69%財務收支及獲利能力分析稅前淨利稅後淨利每股稅後盈餘純益率(%)資產報酬率(%)淨值報酬率(%)61億元11億元89元30%18%08%研究發展狀況之檢討本行針對每日總體經濟、金融情勢與法令變化,設有專責部門負責蒐集與分析,以瞭解對於本行業務與發展之影響,並寄發給各位同仁參閱。另外,亦鼓勵同仁加強業務創新與研究,並主動提出各項改善方案,以順應市場發展與客戶需求。	Y
增進通路營運效能,拓展各世代族群客戶。倡議綠色金融理念,厚植經營實力根基,善盡企業社會責任,達成永續經營目標。	Y
完成跨載具文件簽屬目標。D.配合金控銷售通路整合專案建置相關系統。E.海外複委託web交易平台建置規劃:建置多國下單平台,使客戶可以在同ㄧ平台上同時進行多樣商品交易操作,並進行台幣計價子系統建置,增加客戶交易便利性。F.營業管理系統擴張規劃:包括客戶關係管理規劃、區督導系統規劃、經理人系統規劃、決策支援管理系統規劃等。G.特殊需求單之需求管理:對於分公司的資訊需求,協助分公司進行需求描述與分析金控銷售通路整合專案系統建置。H.「集團員工銷售整合平台」已上線,並做多次相關人員教育訓練	N
對國際經濟帶來的負面影響不容忽視。國際油價走勢在OPEC會員國達成減產協議後,油價在每桶50美元附近震盪,預估美國頁岩油產量的增加,對未來油價而言具有平抑效果,研判能源價格對通膨上漲的影響相對有限。國內方面,國際貨幣基金(IMF)預測世界貿易量增長由9%上升為8%,加以國內半導體深具製程領先優勢,與車用電子、物聯網及高效能運算等新興需求擴增,可望推升出口動能,政府積極盤點建設計畫,推動「擴大投資方案」,有助於提升台灣投資機會;然而美國川普政府貿易保護政策及中國大陸供應鏈在地化、經濟結構調整及兩岸關係走向對我國之衝擊,皆為經濟下行的風險。雙率方面	N
改善本行客戶結構,吸引年輕客群。持續掌握新金融商品之發展及追蹤同業開辦狀況及後續客戶維護關係,並依客戶需求適時提供研擬開辦新金融商品之可行性及風險性,期以增加業務廣度及獲利深度。持續加強與財務穩健及品牌知名度高的基金公司協同合作,提供適合客戶進行資產選擇及配置的標的,提昇客戶對本行之信賴度。降低資金成本,提昇活期性存款比重,驅動獲利動能。繼續推動中小企業授信,貼近客戶需求,擴大客戶基礎與經濟規模,提昇本行法人授信之市佔率。因應外部競爭及法規環境變化,開創最適的經營模式提昇整體競爭力,並為本行創造最佳獲利。研擬建立資料庫分析客戶往來情形,依據客戶交易習性提供更符合客戶需求的新金融商品。	N
連三個月淨流出。12月CPI年增7%,月減1%,累計全年平均年增40%,為近四年最大漲幅,以食物類漲24%最多,為近八年來最大漲幅,核心物價約上漲84%,整體物價仍屬相對平穩。WPI月增加速至09%,同比則止跌回升,上漲41%,累計全年平均年減01%。12月出口20億美元,月增4%,年增14%,創2013年2月以來最大增幅,全年出口2,804億美元,年減7%。進口23億美元,月減1%,年增2%,全年進口2,34億美元	N
﻿受到外部競爭環境、法規環境及總體經營環境之影響外部競爭環境：全球氣候變遷,天災事故頻傳,巨災風險相對提高。部份業務因同業及大型經紀人持續價格競爭,影響市場費率正向發展。費率適足性檢測規範,優勢商品將面臨費率調降壓力。意外事件頻傳,消費者求償意識提高,企業經營風險增加,帶動保險需求。行動服務蔚為趨勢,帶動商品加速創新及服務流程改變。法規環境：因應網路時代需求,主管機關開放保險業網路投保業務,改變商品銷售模式,開創新商機。放承作長年期傷害險,有利擴大業務規模。制定保險業新退場機制,將資本適足率作為採取相關監理措施及執行問題保險業退場事務之規範,對產險公司的經營有正面幫助。金控法修訂及個資法實施	Y
